X1;X2;Y
96.8963816236799;255.868111490616;2
90.0640974959744;311.480503386869;2
87.4928560090218;377.603692774941;2
76.9082802420384;229.202598112202;2
76.823256557923;351.930439473115;2
76.5453010180503;424.795079635244;2
75.0370997651437;332.388284219237;2
749.061155384878;608.613346260189;1
748.999550612357;557.766397483329;1
743.997300393036;645.493628077479;1
743.258374494429;373.814577831008;1
741.818984880319;584.474910448013;1
74.8393534435015;370.917413962491;2
738.378941425956;362.221688613904;1
723.8891091857;434.528991608806;1
723.528688671382;608.901631493582;1
723.207038276778;412.356491741533;1
722.752499594934;489.022161601377;1
721.163453799056;397.973284831966;1
716.377310684512;395.694957921035;1
711.464361461231;404.283694796107;1
700.192649288086;451.715012715121;1
70.0525750157555;448.25808699726;2
697.738997537958;493.963480506803;1
695.26069668396;600.148130384173;1
694.17237082212;474.728306323113;1
692.425545559987;637.111836035773;1
692.045874913256;472.806353674915;1
691.765320206157;635.137580022344;1
690.343630448842;580.827509638185;1
69.7377322264113;254.806537418697;2
689.278943248101;626.595213623762;1
687.360264062898;638.407596740663;1
683.61409544282;630.382113895851;1
680.608166897674;350.371561502651;1
667.049257057565;353.790894648925;1
665.995089896528;479.095442071485;1
66.8265273445502;224.072883458275;2
658.223985892729;410.093669119746;1
657.26488772265;381.66606931654;1
653.542421745241;423.928101111491;1
653.53638544264;467.898430418824;1
653.395911705927;554.922186721011;1
651.621848706336;361.538151133644;1
648.705511945504;532.793641070877;1
644.967771375251;537.072906506218;1
642.340976015898;574.145857817532;1
64.710767425152;351.801675956174;2
639.977783022584;579.701542823004;1
639.094449500071;412.004703380483;1
638.505001266059;585.22269453529;1
637.327214292674;376.3622203845;1
635.286156388907;362.365724303449;1
631.403116192821;405.774094493157;1
626.338236978621;541.956917585687;1
623.067364374759;638.772367427187;1
616.869779401414;437.981718221455;1
616.591371954886;637.938463258463;1
613.622110521479;368.357663369321;1
610.162996705926;620.746655496878;1
605.882879655898;454.367437753384;1
600.654909603305;376.59231376631;1
60.6222927067502;210.707289924913;2
595.755570931953;459.603645037778;1
593.493042115516;534.96769380348;1
590.689087557326;371.760292792535;1
589.33882242768;510.260398714173;1
587.018706426104;582.052489705925;1
586.219344373501;629.209892314491;1
580.616669381548;453.663642822009;1
58.9967217894379;262.980094462374;2
571.943520706476;595.73134632734;1
570.711688610385;449.250863353734;1
569.637399955469;414.324237630795;1
569.035783856538;435.316176510072;1
567.85489399425;615.728468296116;1
559.957356065503;389.967129790258;1
559.704144973324;440.16302489042;1
558.092256766317;589.876997022296;1
555.93972358283;616.461738650982;1
547.08002320972;430.85391749834;1
545.269028525525;502.561859516852;1
541.608133686739;493.40623238197;1
539.466774019416;601.55824303514;1
534.838787485083;634.812186321483;1
534.259236032608;404.336818503981;1
531.659498055729;639.902353298784;1
525.515160563087;634.27760157615;1
518.860565512065;534.05123669051;1
517.999567948007;436.895992768701;1
516.474731711279;611.367282823459;1
510.536036124328;566.075364412994;1
51.3403495874138;451.41135324346;2
505.14220806387;367.437474201388;1
503.517717719992;496.034796239087;1
500.626223991485;402.834806034506;1
500.308271981018;607.747236291203;1
498.99776898047;568.646734421698;1
497.127546079373;598.445353079966;1
495.467786254902;427.467033047463;1
495.301726003219;428.02076288183;1
492.86387057473;585.267151375907;1
490.072275282426;529.299632452245;1
489.537640627928;607.069220701276;1
482.536080490098;636.339716096093;1
480.019735889548;481.267035508399;1
475.98768140311;390.769923368922;1
471.324559454748;397.956813672001;1
466.109470707717;507.29860314005;1
465.597041818619;381.844586965812;1
462.601019481605;378.458238218675;1
462.11827630316;616.459465513174;1
455.534009010779;589.118517231673;1
454.971970150127;587.009923475567;1
449.536033558136;178.88819353932;2
449.156048247753;649.250853317752;3
446.744790367157;425.558215972184;2
443.468273480177;571.43127296419;3
440.714481957294;493.477111395464;2
439.234786994979;766.557132600265;3
436.825522458373;344.635771269275;2
431.087567455377;479.179080175027;2
430.713336267509;578.928570660846;3
429.474148727665;471.255095317483;2
429.174079388596;747.043604430164;3
424.482880786493;814.98819064705;3
423.464826602655;828.681023999417;3
417.036334968696;144.130104565964;2
416.861156579348;737.001431343432;3
413.120790100977;653.215903762801;3
412.590170609444;712.301665946529;3
410.610203724627;784.943305878135;3
404.019407926631;774.957896956351;3
401.906167097556;294.379988942116;2
399.894437359841;112.203281397875;2
397.898113785122;106.583971217563;2
396.436876735718;149.519748588976;2
394.305222315641;314.441068418793;2
393.90571224041;626.004744228196;3
393.530897352179;759.04066776509;3
389.011746977894;712.642073039857;3
385.49418544082;188.762181688263;2
384.680027653432;135.492018178449;2
384.069878608791;172.693871763644;2
383.233621036597;566.42845906917;3
383.148855817217;158.084904909362;2
382.730062501266;227.127328595002;2
381.02427800238;692.349603448806;3
378.287708185049;757.638146904335;3
377.761650893809;769.688248019367;3
375.7993696965;575.425124715438;3
374.589888324486;727.386982901882;3
373.675060561087;711.81881233346;3
372.252711652225;171.770927752664;2
369.623708947221;762.694519590142;3
369.314736474103;849.340106627559;3
367.040644514094;489.356296833409;2
365.35902168304;349.602254581004;2
365.177706564442;459.502483024836;2
363.547632625825;697.247026314801;3
363.442828182451;818.142660371541;3
359.469583515878;609.0084626349;3
355.862542435117;450.294722932852;2
353.232605061199;276.900353675871;2
351.770580921801;778.153941874489;3
346.335246409126;813.983553095356;3
344.891103692571;198.143336472469;2
341.36115884949;319.848644320055;2
335.347793560287;116.898604131385;2
330.094522045147;641.304053864828;3
330.067820242688;280.43296579842;2
329.607634714463;613.097970866995;3
327.331248888376;550.570885048119;3
323.745135368039;822.403689295994;3
323.513438237732;405.663342885793;2
322.829969040061;693.141990522985;3
322.212699112472;553.678304513054;3
321.926829493066;804.815682130525;3
319.750020844726;599.311996909084;3
318.657054725201;113.949215984724;2
318.003588278533;734.304074342935;3
317.858004086001;459.684196827334;2
313.439899181424;259.283253240907;2
313.197115534438;210.953969789402;2
312.596275752329;110.246138975954;2
310.122550552264;575.315659122038;3
309.889839482463;613.855309828961;3
309.555218857963;568.945032856079;3
306.570749343328;363.449903651319;2
306.233440935615;496.930610369424;2
306.202106932233;828.402016369624;3
305.436777728652;651.094251965609;3
304.936246985982;166.91010664035;2
296.169453366798;612.330834704455;3
295.467646542324;278.797373813247;2
289.699282398959;220.108581929658;2
288.248202278086;797.522963918468;3
287.414547316647;792.809903953513;3
284.102357860281;193.121609797863;2
283.45399427993;625.328759774387;3
278.745415526144;283.841663003236;2
276.287810231438;341.25539292988;2
275.138676931398;633.363941567761;3
275.037650598531;345.272533334844;2
272.827017055448;721.461263816747;3
271.260634749697;846.245222668678;3
269.56749933816;162.975326631611;2
269.208206196408;290.736550781269;2
269.105226157341;408.673877391061;2
267.113321573102;695.391259891324;3
265.639145519974;679.069944126822;3
262.925892762117;232.560901576239;2
255.993831160615;569.133313382629;3
255.778624173265;272.155070570677;2
255.116549216534;471.254164965151;2
254.122192327295;813.72533947642;3
252.830566801166;328.131072518947;2
250.837460059168;570.243400221929;3
248.60569774291;717.851890512264;3
246.012934670405;608.550772757654;3
244.970500269585;801.015018694624;3
243.387672425986;462.630526110075;2
240.006255419462;784.354324134779;3
237.557924127833;710.241867212027;3
236.38062829477;361.158608584883;2
236.161818345467;845.180005429196;3
233.281145037427;247.723040448231;2
230.961821532983;181.012837051878;2
230.907449190309;612.68697092501;3
230.683715962402;838.861338101925;3
229.89244516688;615.325944175563;3
229.748185690625;687.766824256198;3
229.157190003208;840.425509851083;3
228.081511779984;727.245616824735;3
227.551831438665;635.173266526041;3
224.29466133964;802.138414291259;3
223.707460293086;750.010082115706;3
223.702646186549;497.525074559661;2
220.291503042024;581.205355031738;3
220.258657057222;378.244215704358;2
219.944829645775;768.556064293339;3
219.75786752236;168.885765147877;2
218.103722721413;827.686681381811;3
217.607205796681;706.615213195532;3
215.899691216276;280.433212349935;2
215.030315187819;748.560506031648;3
214.729788507964;137.909630342441;2
214.173381899593;839.63938637704;3
212.311303655257;605.714517124275;3
210.92928087985;652.626021521415;3
210.888760585876;658.20583550676;3
207.120518044183;718.260901033153;3
203.934533890669;742.214849385005;3
202.26562539818;478.449137001762;2
200.638149137335;327.334716802097;2
200.541824686342;257.837895157567;2
200.47891057288;835.195793847108;3
197.387832697109;736.05078941535;3
196.646342788031;409.635597598696;2
196.402962699718;655.367437657456;3
194.533584218804;426.328211239746;2
189.958520685085;457.987573235018;2
188.528423909603;247.983684278861;2
185.201763466239;601.96258963025;3
181.379564971039;554.365629576672;3
180.812750155859;320.787328551076;2
179.997166759363;801.951293226405;3
179.052009200823;211.341586570894;2
177.739828911848;737.993209372987;3
176.7583695753;629.598956533439;3
176.146690114403;312.333218965945;2
176.001318810884;765.604231717935;3
175.134670817623;369.349288421147;2
174.280210471105;705.938366433115;3
173.346420847251;279.771123781113;2
171.603962623121;599.91630093826;3
171.565370213018;745.665151243091;3
161.873365811312;833.811682251884;3
158.376066170517;567.570631437677;3
158.149294317733;656.006284423583;3
157.669398732877;379.032952438615;2
156.154132021449;618.84718766334;3
154.490909185076;353.867352299593;2
153.960453991432;658.483668127041;3
150.038094138997;647.861806643235;3
145.408563704841;493.744055328838;2
144.173366030288;320.200086907269;2
137.076871319801;499.04426066346;2
135.002958749093;351.257902765426;2
121.697408021414;356.149562883654;2
120.934365850124;409.421683574173;2
118.304847905736;446.860200828885;2
118.240045081479;143.854299934375;2
118.16774750687;192.01398477377;2
116.130738056476;163.604867273909;2
115.194365004823;201.435634328111;2
107.196780009233;147.135681341406;2
600;500;1
300;700;3
250;300;2
